qc_metric	comparison	method	value	n	library
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9627365462735535	9070	library9a
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9883692309503573	9070	library9a
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.9697331010560086	9070	library9a
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.9874483227242377	9070	library9a
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.9670856060454723	9070	library9a
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.9864153263880084	9070	library9a
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9627365462735535	9070	library9a
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.4567463153199515	9070	library9a
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.46070726846678206	9070	library9a
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.4585819741173744	9070	library9a
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.4633712367745366	9070	library9a
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.45645940760959774	9070	library9a
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.4575072990669968	9070	library9a
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.9844072740081744	9070	library9a
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.9788560098395209	9070	library9a
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.983113807818738	9070	library9a
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9777218952732929	9070	library9a
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.981758575486634	9070	library9a
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.9752817505791918	9070	library9a
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	0.048005533681857206	9070	library9a
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	0.03315244367550329	9070	library9a
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	0.04432137235615815	9070	library9a
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	0.03161226368955028	9070	library9a
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	0.04044749899455084	9070	library9a
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	0.025359117850414524	9070	library9a
basal_distribution	RNA1	pseudobasal	1.3752170466827007	91	library9a
basal_distribution	RNA2	pseudobasal	1.366452790101006	91	library9a
basal_distribution	RNA3	pseudobasal	1.4075277825572252	91	library9a
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9863797218419392	5610	library9a
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9835023485830223	5610	library9a
activity_log_reprod	RNA1_vs_RNA3	pearson	0.9854837914415634	5610	library9a
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9826721380040593	5610	library9a
activity_log_reprod	RNA2_vs_RNA3	pearson	0.985297159154327	5610	library9a
activity_log_reprod	RNA2_vs_RNA3	spearman	0.9824022329093294	5610	library9a
coverage	RNA1	mean	1081.2849	30000	library9b
coverage	RNA2	mean	987.9866333333333	30000	library9b
coverage	RNA3	mean	1021.7385333333333	30000	library9b
coverage	DNA	mean	761.7254	30000	library9b
raw_linear_reprod	RNA1_vs_RNA2	pearson	0.9925960376311095	30000	library9b
raw_linear_reprod	RNA1_vs_RNA2	spearman	0.6313810231355285	30000	library9b
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.9876938742633319	30000	library9b
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.6243906010334532	30000	library9b
raw_linear_reprod	RNA2_vs_RNA3	pearson	0.9868248881321431	30000	library9b
raw_linear_reprod	RNA2_vs_RNA3	spearman	0.6069006848217995	30000	library9b
raw_log_reprod	RNA1_vs_RNA2	pearson	0.6448819888502975	30000	library9b
raw_log_reprod	RNA1_vs_RNA2	spearman	0.6313810231355285	30000	library9b
raw_log_reprod	RNA1_vs_RNA3	pearson	0.6385054699012839	30000	library9b
raw_log_reprod	RNA1_vs_RNA3	spearman	0.6243906010334532	30000	library9b
raw_log_reprod	RNA2_vs_RNA3	pearson	0.6341848749087948	30000	library9b
raw_log_reprod	RNA2_vs_RNA3	spearman	0.6069006848217995	30000	library9b
bc_removed	DNA	count	1879.0	30000	library9b
bc_removed	RNA	count	16320.0	30000	library9b
cpm_linear_reprod	RNA1_vs_RNA2	pearson	0.9927020836322511	11801	library9b
cpm_linear_reprod	RNA1_vs_RNA2	spearman	0.9569334317987368	11801	library9b
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.9877446532499924	11801	library9b
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.955710185603423	11801	library9b
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.9868287747684056	11801	library9b
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9491162953909016	11801	library9b
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9844562329174147	11801	library9b
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.9569334317987368	11801	library9b
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.9841580430307233	11801	library9b
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.955710185603423	11801	library9b
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.9830116673608935	11801	library9b
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9491162953909016	11801	library9b
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.4402274209350245	11801	library9b
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.45114300633016224	11801	library9b
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.43798867881459935	11801	library9b
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.4505015458431232	11801	library9b
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.43313166450141105	11801	library9b
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.43929740878745976	11801	library9b
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.9797012159459693	11801	library9b
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.96692444975995	11801	library9b
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9792954243286123	11801	library9b
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9665689513188901	11801	library9b
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9778819216553574	11801	library9b
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.9627685008890093	11801	library9b
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	0.05901084741990218	11801	library9b
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	0.05255954668943438	11801	library9b
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	0.051621938613001704	11801	library9b
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	0.045051753750505685	11801	library9b
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	0.044975037175695134	11801	library9b
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	0.02990246475548392	11801	library9b
basal_distribution	RNA1	pseudobasal	1.3196603469396126	144	library9b
basal_distribution	RNA2	pseudobasal	1.4301728495733503	144	library9b
basal_distribution	RNA3	pseudobasal	1.4572910259657388	144	library9b
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9827463867744262	6810	library9b
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9751446850336066	6810	library9b
activity_log_reprod	RNA1_vs_RNA3	pearson	0.9831981338199758	6810	library9b
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9763855751494601	6810	library9b
activity_log_reprod	RNA2_vs_RNA3	pearson	0.9827873070958105	6810	library9b
activity_log_reprod	RNA2_vs_RNA3	spearman	0.9744076850469892	6810	library9b
